Linux 5.14.0-427.el9.x86_64 (centos) 	06/27/2024 	_x86_64_	(16 CPU)

03:47:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:55 PM   12    4.00    0.00    2.00    0.00    0.00   33.00    0.00    0.00    0.00   61.00
03:47:55 PM   13    2.94    0.00    1.96    0.00    0.00   35.29    0.00    0.00    0.00   59.80
03:47:55 PM   14    5.94    0.00    3.96    0.00    0.00   34.65    0.00    0.00    0.00   55.45
03:47:55 PM   15    5.94    0.00    2.97    0.00    0.00   32.67    0.00    0.00    0.00   58.42

03:47:55 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:56 PM  all    3.68    0.00    2.37    0.00    0.19   33.75    0.00    0.00    0.00   60.01
03:47:56 PM    0    7.00    0.00    3.00    0.00    0.00   33.00    0.00    0.00    0.00   57.00
03:47:56 PM    1    2.97    0.00    1.98    0.00    0.00   37.62    0.00    0.00    0.00   57.43
03:47:56 PM    2    5.05    0.00    4.04    0.00    0.00   33.33    0.00    0.00    0.00   57.58
03:47:56 PM    3    5.94    0.00    2.97    0.00    0.00   33.66    0.00    0.00    0.00   57.43
03:47:56 PM    4    6.86    0.00    2.94    0.00    0.98   31.37    0.00    0.00    0.00   57.84
03:47:56 PM    5    3.00    0.00    2.00    0.00    0.00   32.00    0.00    0.00    0.00   63.00
03:47:56 PM    6    3.96    0.00    3.96    0.00    0.00   35.64    0.00    0.00    0.00   56.44
03:47:56 PM    7    0.00    0.00    0.00    0.00    0.00   33.00    0.00    0.00    0.00   67.00
03:47:56 PM    8    1.01    0.00    1.01    0.00    0.00   34.34    0.00    0.00    0.00   63.64
03:47:56 PM    9    3.00    0.00    2.00    0.00    0.00   34.00    0.00    0.00    0.00   61.00
03:47:56 PM   10    4.00    0.00    4.00    0.00    0.00   34.00    0.00    0.00    0.00   58.00
03:47:56 PM   11    0.00    0.00    0.00    0.00    0.00   36.00    0.00    0.00    0.00   64.00
03:47:56 PM   12    5.94    0.00    3.96    0.00    0.00   31.68    0.00    0.00    0.00   58.42
03:47:56 PM   13    3.06    0.00    1.02    0.00    1.02   34.69    0.00    0.00    0.00   60.20
03:47:56 PM   14    3.00    0.00    2.00    0.00    1.00   32.00    0.00    0.00    0.00   62.00
03:47:56 PM   15    3.96    0.00    2.97    0.00    0.00   33.66    0.00    0.00    0.00   59.41

03:47:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:57 PM  all    3.80    0.00    2.68    0.00    0.19   33.46    0.00    0.00    0.00   59.88
03:47:57 PM    0    5.00    0.00    5.00    0.00    0.00   32.00    0.00    0.00    0.00   58.00
03:47:57 PM    1    0.98    0.00    1.96    0.00    0.98   35.29    0.00    0.00    0.00   60.78
03:47:57 PM    2    6.00    0.00    3.00    0.00    0.00   32.00    0.00    0.00    0.00   59.00
03:47:57 PM    3    3.96    0.00    2.97    0.00    0.00   33.66    0.00    0.00    0.00   59.41
03:47:57 PM    4    6.00    0.00    4.00    0.00    0.00   33.00    0.00    0.00    0.00   57.00
03:47:57 PM    5    5.00    0.00    4.00    0.00    0.00   33.00    0.00    0.00    0.00   58.00
03:47:57 PM    6    2.02    0.00    2.02    0.00    1.01   34.34    0.00    0.00    0.00   60.61
03:47:57 PM    7    0.00    0.00    1.00    0.00    0.00   33.00    0.00    0.00    0.00   66.00
03:47:57 PM    8    2.97    0.00    2.97    0.00    0.00   34.65    0.00    0.00    0.00   59.41
03:47:57 PM    9    0.00    0.00    0.00    0.00    0.00   36.36    0.00    0.00    0.00   63.64
03:47:57 PM   10    5.94    0.00    3.96    0.00    0.00   32.67    0.00    0.00    0.00   57.43
03:47:57 PM   11    0.99    0.00    0.99    0.00    0.99   32.67    0.00    0.00    0.00   64.36
03:47:57 PM   12    6.00    0.00    4.00    0.00    0.00   32.00    0.00    0.00    0.00   58.00
03:47:57 PM   13    2.97    0.00    1.98    0.00    0.00   33.66    0.00    0.00    0.00   61.39
03:47:57 PM   14    5.94    0.00    2.97    0.00    0.00   32.67    0.00    0.00    0.00   58.42
03:47:57 PM   15    7.07    0.00    2.02    0.00    0.00   34.34    0.00    0.00    0.00   56.57

03:47:57 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:58 PM  all    3.96    0.00    2.23    0.00    0.37   34.53    0.00    0.00    0.00   58.91
03:47:58 PM    0    6.80    0.00    4.85    0.00    0.00   33.01    0.00    0.00    0.00   55.34
03:47:58 PM    1    5.00    0.00    1.00    0.00    0.00   39.00    0.00    0.00    0.00   55.00
03:47:58 PM    2    2.94    0.00    1.96    0.00    0.98   33.33    0.00    0.00    0.00   60.78
03:47:58 PM    3    5.88    0.00    3.92    0.00    0.98   34.31    0.00    0.00    0.00   54.90
03:47:58 PM    4    6.00    0.00    4.00    0.00    0.00   33.00    0.00    0.00    0.00   57.00
03:47:58 PM    5    5.94    0.00    2.97    0.00    0.00   33.66    0.00    0.00    0.00   57.43
03:47:58 PM    6    4.00    0.00    3.00    0.00    0.00   37.00    0.00    0.00    0.00   56.00
03:47:58 PM    7    2.97    0.00    0.99    0.00    0.00   33.66    0.00    0.00    0.00   62.38
03:47:58 PM    8    2.04    0.00    1.02    0.00    0.00   36.73    0.00    0.00    0.00   60.20
03:47:58 PM    9    0.00    0.00    0.99    0.00    0.99   34.65    0.00    0.00    0.00   63.37
